TYPE,WDPAID,WDPA_PID,PA_DEF,NAME,ORIG_NAME,DESIG,DESIG_ENG,DESIG_TYPE,IUCN_CAT,INT_CRIT,MARINE,REP_M_AREA,GIS_M_AREA,REP_AREA,GIS_AREA,NO_TAKE,NO_TK_AREA,STATUS,STATUS_YR,GOV_TYPE,OWN_TYPE,MANG_AUTH,MANG_PLAN,VERIF,METADATAID,SUB_LOC,PARENT_ISO3,ISO3,SUPP_INFO,CONS_OBJ
Polygon,555705756,555705756,1,Tanjong Piai National Park,Tanjong Piai National Park,State Park,State Park,National,II,Not Applicable,1,0,1.81540813989401,3.12629240362,3.12693640944443,Not Reported,0,Designated,2004,Sub-national ministry or agency,Not Reported,Johor National Parks Corporation (JNPC),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705757,555705757,1,Maokil,Maokil Water Catchment Forest,Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,0,138.105434288,138.138203675374,Not Applicable,0,Designated,2007,Sub-national ministry or agency,Not Reported,Johor State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,3559,3559,1,Gunung Arong,Gunung Arong Water Catchment Forest,Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,0,40.8705201836,40.882482945334,Not Applicable,0,Designated,2008,Sub-national ministry or agency,Not Reported,Johor State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705770,555705770,1,"Kem Nusa, Ulu Tembeling","Kem Nusa, Ulu Tembeling Amenity Forest",Forest Reserve,Forest Reserve,National,V,Not Applicable,0,0,0,13.2420724705,13.2457061033245,Not Applicable,0,Designated,2010,Sub-national ministry or agency,Not Reported,Pahang State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,198413,198413,1,Pulau Tokong Bahara Marine Park,Pulau Tokong Bahara Marine Park,Marine Park,Marine Park,National,II,Not Applicable,2,0.573985186,57.3967384411428,0.573985186,57.4095294967687,All,0.573985186,Designated,1994,Federal or national ministry or agency,State,Department of Fisheries (DOF),Not Reported,State Verified,1998,MY-06,MYS,MYS,Not Applicable,Not Applicable
Polygon,3565,3565,1,Kluang,Kluang Water Catchment Forest,Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,0,97.2286059568,97.2588469614911,Not Applicable,0,Designated,2008,Sub-national ministry or agency,Not Reported,Johor State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705767,555705767,1,Kota Damansara,Kota Damansara Forest Reserve,Forest Reserve,Forest Reserve,National,Ia,Not Applicable,0,0,0,3.21369286594,3.21369831501738,Not Applicable,0,Designated,2010,Sub-national ministry or agency,Not Reported,Selangor State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,3568,3568,1,Labis,Labis Water Catchment Forest,Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,0,194.974163303,195.032244951843,Not Applicable,0,Designated,2008,Sub-national ministry or agency,Not Reported,Johor State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,3572,3572,1,Mersing,Mersing Water Catchment Forest,Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,0,11.0313362875,11.0346958387133,Not Applicable,0,Designated,2008,Sub-national ministry or agency,Not Reported,Johor State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705768,555705768,1,Parit Falls,Parit Falls Amenity Forest,Forest Reserve,Forest Reserve,National,V,Not Applicable,0,0,0,8.06409881208,8.06628154698154,Not Applicable,0,Designated,2010,Sub-national ministry or agency,Not Reported,Pahang State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,317212,317212,1,Four Islands Sanctuary,Four Islands Sanctuary,Wildlife Reserve,Wildlife Reserve,National,V,Not Applicable,1,0,0.0572226644983148,0.121758428222,0.121789776661229,Not Reported,0,Designated,1954,Federal or national ministry or agency,Not Reported,Department of Wildlife and National Parks Peninsular Malaysia (DWNP),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,3811,3811,1,Sungai Lalang,Sungai Lalang Water Catchment Forest,Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,0,20.9191781488,20.9214820595224,Not Applicable,0,Designated,1999,Sub-national ministry or agency,Not Reported,Selangor State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705763,555705763,1,Selangor State Park,Selangor State Park,Forest Reserve,Forest Reserve,National,II,Not Applicable,0,0,0,929.185858756,929.324582384021,Not Applicable,0,Designated,2007,Sub-national ministry or agency,Not Reported,Selangor State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705766,555705766,1,Gading,Gading Water Catchment Forest,Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,0,7.43767388408,7.43888455187178,Not Applicable,0,Designated,2009,Sub-national ministry or agency,Not Reported,Selangor State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705758,555705758,1,Gunung Ledang National Park,Gunung Ledang National Park,National Park,National Park,National,II,Not Applicable,0,0,0,86.2445823598,86.2599434602548,Not Applicable,0,Designated,2005,Sub-national ministry or agency,Not Reported,Johor National Parks Corporation,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705759,555705759,1,Taman Negara (Pahang),Taman Negara (Pahang),National Park,National Park,National,II,Not Applicable,0,0,0.0061521108589478,2627.88924007,2628.54448097172,Not Applicable,0,Designated,1939,Federal or national ministry or agency,Not Reported,Department of Wildlife and National Parks Peninsular Malaysia (DWNP),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705760,555705760,1,Taman Negara (Kelantan),Taman Negara (Kelantan),National Park,National Park,National,II,Not Applicable,0,0,0,1062.90268643,1063.1346962078,Not Applicable,0,Designated,1938,Federal or national ministry or agency,Not Reported,Department of Wildlife and National Parks Peninsular Malaysia (DWNP),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705761,555705761,1,Taman Negara (Terengganu),Taman Negara (Terengganu),National Park,National Park,National,II,Not Applicable,0,0,0,840.516236887,840.565128799969,Not Applicable,0,Designated,1932,Federal or national ministry or agency,Not Reported,Department of Wildlife and National Parks Peninsular Malaysia (DWNP),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705762,555705762,1,Ulu Selangor,Ulu Selangor Water Catchment Forest,Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,0,149.576100791,149.605154153892,Not Applicable,0,Designated,1999,Sub-national ministry or agency,Not Reported,Selangor State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,10021,10021,1,Bukit Sungai Puteh,Bukit Sungai Puteh Wildlife Reserve,Wildlife Reserve,Wildlife Reserve,National,IV,Not Applicable,0,0,0,0.145202623159,0.145208782305575,Not Applicable,0,Designated,1931,Federal or national ministry or agency,Not Reported,Department of Wildlife and National Parks Peninsular Malaysia (DWNP),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,10000,10000,1,Sungkai,Sungkai Wildlife Reserve,Wildlife Reserve,Wildlife Reserve,National,Ia,Not Applicable,0,0,0,35.7814448469,35.787838695887,Not Applicable,0,Designated,1934,Federal or national ministry or agency,Not Reported,Department of Wildlife and National Parks Peninsular Malaysia (DWNP),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705764,555705764,1,Tanjung Tuan,Tanjung Tuan Wildlife Reserve,Wildlife Reserve,Wildlife Reserve,National,V,Not Applicable,0,0,0.0126673949822129,0.740884069526,0.740757023516282,Not Reported,0,Designated,1971,Federal or national ministry or agency,Not Reported,Department of Wildlife and National Parks Peninsular Malaysia (DWNP),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705765,555705765,1,Pulau Singa Besar Sea Cucumber Protection Area,Pulau Singa Besar Sea Cucumber Protection Area,Sea Cucumber Protection Area,Sea Cucumber Protection Area,National,IV,Not Applicable,1,0,0.465054415808615,0.599007093376,0.599116816946825,Not Reported,0,Designated,2010,Federal or national ministry or agency,Not Reported,Department of Fisheries (DOF),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,3774,3774,1,Ayer Hitam (Additional),Ayer Hitam (Additional) Forest Reserve,Forest Reserve,Forest Reserve,National,Ia,Not Applicable,0,0,0,11.6910010864,11.6906653408528,Not Applicable,0,Designated,2009,Sub-national ministry or agency,Not Reported,Selangor State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,3550,3550,1,Banang,Banang Water Catchment Forest,Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,0,6.3032204154,6.30414244875177,Not Applicable,0,Designated,2007,Sub-national ministry or agency,Not Reported,Johor State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,3674,3674,1,"Bukit Beserah, Bukit Pelindung, Teluk Chempedak","Bukit Beserah, Bukit Pelindung, Teluk Chempedak Amenity Forest",Forest Reserve,Forest Reserve,National,V,Not Applicable,0,0,0,8.66093610606,8.66206763855997,Not Applicable,0,Designated,2010,Sub-national ministry or agency,Not Reported,Pahang State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705769,555705769,1,Gunung Senyum,Gunung Senyum Amenity Forest,Forest Reserve,Forest Reserve,National,V,Not Applicable,0,0,0,9.07834162703,9.08124998448811,Not Applicable,0,Designated,2010,Sub-national ministry or agency,Not Reported,Pahang State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,3712,3712,1,Terenggun,Terenggun Amenity Forest,Forest Reserve,Forest Reserve,National,V,Not Applicable,0,0,0,2.90879766643,2.90971912286532,Not Applicable,0,Designated,2010,Sub-national ministry or agency,Not Reported,Pahang State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705771,555705771,1,Taman Rimba Kenong,Taman Rimba Kenong Amenity Forest,Forest Reserve,Forest Reserve,National,V,Not Applicable,0,0,0,181.32734654,181.384620499205,Not Applicable,0,Designated,2010,Sub-national ministry or agency,Not Reported,Pahang State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705773,555705773,1,Serting,Serting Water Catchment Forest,Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,0,26.1055406136,26.1092076530093,Not Applicable,0,Designated,2001,Sub-national ministry or agency,Not Reported,Negeri Sembilan State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705805,555705805,1,Tanjung Tukah Turtle Sanctuary,Tanjung Tukah Turtle Sanctuary,Turtle Sanctuary,Turtle Sanctuary,National,IV,Not Applicable,2,0,0.0964251655500377,0.103412871976,0.103371201743961,Not Reported,0,Designated,2006,Sub-national ministry or agency,Not Reported,District Office (Besut),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705772,555705772,1,Seluyut,Seluyut Water Catchment Forest,Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,0,36.4987884699,36.5104770050631,Not Applicable,0,Designated,2009,Sub-national ministry or agency,Not Reported,Johor State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,19635,19635,1,Chior,Chior Wildlife Reserve,Wildlife Reserve,Wildlife Reserve,National,VI,Not Applicable,0,0,0,6.94199936431,6.94405473881917,Not Applicable,0,Designated,1903,Federal or national ministry or agency,Not Reported,Department of Wildlife and National Parks Peninsular Malaysia (DWNP),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,10106,10106,1,Endau-Kota Tinggi,Endau-Kota Tinggi Wildlife Reserve,Wildlife Reserve,Wildlife Reserve,National,VI,Not Applicable,0,0,0.211852101829086,415.977099553,416.106321847435,Not Applicable,0,Designated,1933,Federal or national ministry or agency,Not Reported,Department of Wildlife and National Parks Peninsular Malaysia (DWNP),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,3626,3626,1,Chabang Tongkat,Chabang Tongkat Water Catchment Forest,Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,0,46.00965397,46.0064989032442,Not Applicable,0,Designated,2007,Sub-national ministry or agency,Not Reported,Kelantan State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,3500,3500,1,Berembun,Berembun Water Catchment Forest,Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,0,137.724289836,137.737799715351,Not Applicable,0,Designated,2001,Sub-national ministry or agency,Not Reported,Negeri Sembilan State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705774,555705774,1,Fraser's Hill,Fraser's Hill Wildlife Reserve,Wildlife Reserve,Wildlife Reserve,National,VI,Not Applicable,0,0,0,0.0426124325277,0.0426216460208293,Not Applicable,0,Designated,1922,Federal or national ministry or agency,Not Reported,Department of Wildlife and National Parks Peninsular Malaysia (DWNP),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705781,555705781,1,Berembun,Berembun Amenity Forest,Forest Reserve,Forest Reserve,National,V,Not Applicable,0,0,0,1.26172817835,1.26183887482208,Not Applicable,0,Designated,2008,Sub-national ministry or agency,Not Reported,Negeri Sembilan State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705775,555705775,1,Tasik Bera Ramsar Reserve,Tasik Bera Ramsar Reserve,Wildlife Reserve,Wildlife Reserve,National,V,Not Applicable,0,0,0,315.063017186,315.157431091955,Not Applicable,0,Designated,2007,Federal or national ministry or agency,Not Reported,Department of Wildlife and National Parks Peninsular Malaysia (DWNP),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705776,555705776,1,Royal Belum State Park,Royal Belum State Park,State Park,State Park,National,II,Not Applicable,0,0,0,1209.88158308,1210.19382320749,Not Applicable,0,Designated,2007,Sub-national ministry or agency,Not Reported,Perak State Parks Corporation (PSPC),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705815,555705815,1,Gunung Stong State Park,Gunung Stong State Park,State Park,State Park,National,II,Not Applicable,0,0,0,216.175343568,216.230924014606,Not Applicable,0,Designated,2007,Sub-national ministry or agency,Not Reported,Kelantan State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705777,555705777,1,Port Dickson Island Bird Sanctuary,Port Dickson Island Bird Sanctuary,Wildlife Reserve,Wildlife Reserve,National,V,Not Applicable,1,0,0.0273739380839157,0.0443003633681,0.0442939881362628,Not Reported,0,Designated,1926,Federal or national ministry or agency,Not Reported,Department of Wildlife and National Parks Peninsular Malaysia (DWNP),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,18294,18294,1,Bukit Nanas,Bukit Nanas Wildlife Reserve,Wildlife Reserve,Wildlife Reserve,National,IV,Not Applicable,0,0,0,0.10384619525,0.103851126419398,Not Applicable,0,Designated,1934,Federal or national ministry or agency,Not Reported,Department of Wildlife and National Parks Peninsular Malaysia (DWNP),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705778,555705778,1,Kenaboi,Kenaboi Forest Sanctuary for Wildlife,Forest Reserve,Forest Reserve,National,IV,Not Applicable,0,0,0,96.2617236173,96.278935194288,Not Applicable,0,Designated,2008,Sub-national ministry or agency,Not Reported,Negeri Sembilan State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,3587,3587,1,Ulu Sedili,Ulu Sedili Water Catchment Forest,Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,0,265.249784889,265.334730250083,Not Applicable,0,Designated,2008,Sub-national ministry or agency,Not Reported,Johor State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
